célia,célia.N+Pr:fs;@SÉ-LÍ-6
mantiveram,manter.V:J3p;MÃ-7Í-@VÉ-ŔÃŴ
mantiveram,manter.V:Q3p;MÃ-7Í-@VÉ-ŔÃŴ
edvaldo,edvaldo.N+Pr:;Ê8-@VÁW-DU
cortam,cortar.V:P3p;@KÓH-TÃŴ
arrecadado,arrecadar.V:K;Á-HÊ-KÁ-@DÁ-DU
distinta,distinto.A:fs;8ÍX-@7Ĩ-T6
missão,missão.N:fs;MÍ-@SÃŴ
quiser,querer.V:U1s;KÍ-@ZÉH
quiser,querer.V:U3s;KÍ-@ZÉH
quiser,querer.V:U1s;KÍ-@ZÉH
quiser,querer.V:U3s;KÍ-@ZÉH
acertos,acerto.N:mp;Á-@SÊH-TUS
corriam,correr.V:I3p;KÔ-@HÍ-ÃŴ
término,término.N:ms;@TÉR-MÍ-NU
jurista,jurista.N:ms;JÚ-@ŔÍS-T6
jurista,jurista.N:fs;JÚ-@ŔÍS-T6
cabeças,cabeça.N:fp;KÁ-@BÊ-S6S
seixas,seixa.N:fp;@SÊY-X6S
estarão,estar.V:F3p;ÊS-TÁ-@ŔÃŴ
estarão,estar.V:F3p;ÊS-TÁ-@ŔÃŴ
fone,fone.N:ms;@FÕ-NI
detentos,detento.N:mp;DÊ-@TẼ-TUS
digitar,digitar.V:W1s;8Í-JÍ-@TÁH
digitar,digitar.V:W3s;8Í-JÍ-@TÁH
digitar,digitar.V:U1s;8Í-JÍ-@TÁH
digitar,digitar.V:U3s;8Í-JÍ-@TÁH
celebrar,celebrar.V:W1s;SÊ-LÊ-@BŔÁH
celebrar,celebrar.V:W3s;SÊ-LÊ-@BŔÁH
celebrar,celebrar.V:U1s;SÊ-LÊ-@BŔÁH
celebrar,celebrar.V:U3s;SÊ-LÊ-@BŔÁH
alasca,alasca.N+Pr:;Á-@LÁS-K6
sentirá,sentir.V:F3s;SẼ-7Í-@ŔÁ
técnicos,técnico.A:mp;@TÉK-NÍ-KUS
técnicos,técnico.N:mp;@TÉK-NÍ-KUS
técnicos,técnico.A:mp;@TÉK-NÍ-KUS
técnicos,técnico.N:mp;@TÉK-NÍ-KUS
conheceram,conhecer.V:J3p;KÕ-ÑÊ-@SÊ-ŔÃŴ
conheceram,conhecer.V:Q3p;KÕ-ÑÊ-@SÊ-ŔÃŴ
sousa,sousa.N+Pr:;@SÔW-Z6
perenes,perene.A:mp;PÊ-@ŔẼ-NIS
perenes,perene.A:fp;PÊ-@ŔẼ-NIS
colaborador,colaborador.A:ms;KÔ-LÁ-BÔ-ŔÁ-@DÔH
colaborador,colaborador.N:ms;KÔ-LÁ-BÔ-ŔÁ-@DÔH
pragmatismo,pragmatismo.N:ms;PŔÁG-MÁ-@7ÍZ-MU
eclipse,eclipse.V:S1s;Ê-@KLÍP-SI
eclipse,eclipse.V:S3s;Ê-@KLÍP-SI
eclipse,eclipse.V:Y3s;Ê-@KLÍP-SI
eclipse,eclipse.N:ms;Ê-@KLÍP-SI
batidos,batido.A:mp;BÁ-@7Í-DUS
batidos,batido.V:K;BÁ-@7Í-DUS
batidos,batido.N:mp;BÁ-@7Í-DUS
brócolis,brócolis.N:mp;@BŔÓ-KÔ-LIS
disputava,disputar.V:I1s;8ÍS-PÚ-@TÁ-V6
disputava,disputar.V:I3s;8ÍS-PÚ-@TÁ-V6
construísse,construir.V:T1s;KÕS-TŔÚ-@Í-SI
construísse,construir.V:T3s;KÕS-TŔÚ-@Í-SI
idealista,idealista.A:ms;Í-DÊ-Á-@LÍS-T6
idealista,idealista.A:fs;Í-DÊ-Á-@LÍS-T6
idealista,idealista.N:ms;Í-DÊ-Á-@LÍS-T6
idealista,idealista.N:fs;Í-DÊ-Á-@LÍS-T6
idealista,idealista.A:ms;Í-DÊ-Á-@LÍS-T6
idealista,idealista.A:fs;Í-DÊ-Á-@LÍS-T6
idealista,idealista.N:ms;Í-DÊ-Á-@LÍS-T6
idealista,idealista.N:fs;Í-DÊ-Á-@LÍS-T6
britânicos,britânico.A:mp;BŔÍ-@TÃ-NÍ-KUS
britânicos,britânico.N:mp;BŔÍ-@TÃ-NÍ-KUS
britânicos,britânico.A:mp;BŔÍ-@TÃ-NÍ-KUS
britânicos,britânico.N:mp;BŔÍ-@TÃ-NÍ-KUS
elétrico,elétrico.A:ms;Ê-@LÉ-TŔÍ-KU
formalismo,formalismo.N:ms;FÔR-MÁ-@LÍZ-MU
cível,cível.A:ms;@SÍ-VÊW
cível,cível.A:fs;@SÍ-VÊW
frustrações,frustração.N:fp;FŔÚS-TŔÁ-@SÕỸS
realizado,realizado.A:ms;HÊ-Á-LÍ-@ZÁ-DU
realizado,realizado.V:K;HÊ-Á-LÍ-@ZÁ-DU
residual,residual.A:ms;HÊ-ZÍ-DÚ-@ÁW
residual,residual.A:fs;HÊ-ZÍ-DÚ-@ÁW
pressionar,pressionar.V:W1s;PŔÊ-SÍ-Ô-@NÁH
pressionar,pressionar.V:W3s;PŔÊ-SÍ-Ô-@NÁH
pressionar,pressionar.V:U1s;PŔÊ-SÍ-Ô-@NÁH
pressionar,pressionar.V:U3s;PŔÊ-SÍ-Ô-@NÁH
rigorosamente,rigorosamente.ADV:;HÍ-GÔ-ŔÓ-ZÁ-@MẼ-7I
carreata,carreata.N:fs;KÁ-HÍ-@Á-T6
homero,homero.N+Pr:;Ô-@MÉ-ŔU
pendura,pendura.V:P3s;PẼ-@DÚ-Ŕ6
pendura,pendura.V:Y2s;PẼ-@DÚ-Ŕ6
pendura,pendura.N:ms;PẼ-@DÚ-Ŕ6
pendura,pendura.N:fs;PẼ-@DÚ-Ŕ6
plantar,plantar.A:ms;PLÃ-@TÁH
plantar,plantar.A:fs;PLÃ-@TÁH
plantar,plantar.V:W1s;PLÃ-@TÁH
plantar,plantar.V:W3s;PLÃ-@TÁH
plantar,plantar.V:U1s;PLÃ-@TÁH
plantar,plantar.V:U3s;PLÃ-@TÁH
valorização,valorização.N:fs;VÁ-LÔ-ŔÍ-ZÁ-@SÃŴ
pedagogia,pedagogia.N:fs;PÊ-DÁ-GÔ-@JÍ-6
cartório,cartório.N:ms;KÁH-@TÓ-ŔÍ-U
xilogravuras,xilogravura.N:fp;XÍ-LÔ-GŔÁ-@VÚ-Ŕ6S
onça,onça.A:ms;@Õ-S6
onça,onça.A:fs;@Õ-S6
onça,onça.N:fs;@Õ-S6
injusta,injusto.A:fs;Ĩ-@JÚS-T6
imbecilidade,imbecilidade.N:fs;Ĩ-BÊ-SÍ-LÍ-@DÁ-8I
descaso,descaso.V:P1s;DÊS-@KÁ-ZU
descaso,descaso.N:ms;DÊS-@KÁ-ZU
pauladas,paulada.N:fp;PÁW-@LÁ-D6S
disparava,disparar.V:I1s;8ÍS-PÁ-@ŔÁ-V6
disparava,disparar.V:I3s;8ÍS-PÁ-@ŔÁ-V6
dionisíaca,dionisíaco.A:fs;8Í-Ô-NÍ-@ZÍ-Á-K6
dionisíaca,dionisíaco.N:fs;8Í-Ô-NÍ-@ZÍ-Á-K6
interessadas,interessado.A:fp;Ĩ-TÊ-ŔÊ-@SÁ-D6S
interessadas,interessado.V:K;Ĩ-TÊ-ŔÊ-@SÁ-D6S
interessadas,interessado.N:fp;Ĩ-TÊ-ŔÊ-@SÁ-D6S
decorrido,decorrer.V:K;DÊ-KÔ-@HÍ-DU
embriagado,embriagado.A:ms;Ẽ-BŔÍ-Á-@GÁ-DU
embriagado,embriagado.V:K;Ẽ-BŔÍ-Á-@GÁ-DU
ocorrendo,ocorrer.V:G;Ô-KÔ-@HẼ-DU
tradutora,tradutor.A:fs;TŔÁ-DÚ-@TÔ-Ŕ6
tradutora,tradutor.N:fs;TŔÁ-DÚ-@TÔ-Ŕ6
originárias,originário.A:fp;Ô-ŔÍ-JÍ-@NÁ-ŔÍ-6S
acasalar,acasalar.V:W1s;Á-KÁ-ZÁ-@LÁH
acasalar,acasalar.V:W3s;Á-KÁ-ZÁ-@LÁH
acasalar,acasalar.V:U1s;Á-KÁ-ZÁ-@LÁH
acasalar,acasalar.V:U3s;Á-KÁ-ZÁ-@LÁH
dirigidas,dirigido.A:fp;8Í-ŔÍ-@JÍ-D6S
dirigidas,dirigido.V:K;8Í-ŔÍ-@JÍ-D6S
queridinha,querido.A:fs;KÊ-ŔÍ-@8Ĩ-Ñ6
queridinha,querido.N:fs;KÊ-ŔÍ-@8Ĩ-Ñ6
divina,divino.A:fs;8Í-@VÍ-N6
divina,divino.N:fs;8Í-@VÍ-N6
divina,divino.A:fs;8Í-@VÍ-N6
divina,divino.N:fs;8Í-@VÍ-N6
autarquias,autarquia.N:fp;ÁW-TÁH-@KÍ-6S
perseguição,perseguição.N:fs;PÊH-SÊ-GÍ-@SÃŴ
reverência,reverência.N:fs;HÊ-VÊ-@ŔẼ-SÍ-6
nórdico,nórdico.A:ms;@NÓR-8Í-KU
nórdico,nórdico.N:ms;@NÓR-8Í-KU
republicana,republicano.A:fs;HÊ-PÚ-BLÍ-@KÃ-N6
republicana,republicano.N:fs;HÊ-PÚ-BLÍ-@KÃ-N6
fraudado,fraudar.V:K;FŔÁW-@DÁ-DU
olhou,olhar.V:J3s;Ô-@ĹÔW
acusações,acusação.N:fp;Á-KÚ-ZÁ-@SÕỸS
reclamante,reclamante.A:ms;HÊ-KLÁ-@MÃ-7I
reclamante,reclamante.A:fs;HÊ-KLÁ-@MÃ-7I
reclamante,reclamante.N:ms;HÊ-KLÁ-@MÃ-7I
reclamante,reclamante.N:fs;HÊ-KLÁ-@MÃ-7I
feridas,ferido.A:fp;FÊ-@ŔÍ-D6S
feridas,ferido.V:K;FÊ-@ŔÍ-D6S
feridas,ferido.N:fp;FÊ-@ŔÍ-D6S
feridas,ferido.A:fp;FÊ-@ŔÍ-D6S
feridas,ferido.V:K;FÊ-@ŔÍ-D6S
feridas,ferido.N:fp;FÊ-@ŔÍ-D6S
detendo,deter.V:G;DÊ-@TẼ-DU
erundina,erundina.N+Pr:;Ê-ŔŨ-@8Ĩ-N6
sapatilhas,sapatilha.N:fp;SÁ-PÁ-@7Í-Ĺ6S
maestro,maestro.N:ms;MÁ-@ÉS-TŔU
missionários,missionário.A:mp;MÍ-SÍ-Ô-@NÁ-ŔÍ-US
missionários,missionário.N:mp;MÍ-SÍ-Ô-@NÁ-ŔÍ-US
obrigatório,obrigatório.A:ms;Ô-BŔÍ-GÁ-@TÓ-ŔÍ-U
mascote,mascote.V:S1s;MÁS-@KÓ-7I
mascote,mascote.V:S3s;MÁS-@KÓ-7I
mascote,mascote.V:Y3s;MÁS-@KÓ-7I
mascote,mascote.N:fs;MÁS-@KÓ-7I
cassado,cassado.A:ms;KÁ-@SÁ-DU
cassado,cassado.V:K;KÁ-@SÁ-DU
barrado,barrado.A:ms;BÁ-@HÁ-DU
barrado,barrado.V:K;BÁ-@HÁ-DU
comem,comer.V:P3p;@KÕ-MẼỸ
psicopata,psicopata.A:ms;PSÍ-KÔ-@PÁ-T6
psicopata,psicopata.A:fs;PSÍ-KÔ-@PÁ-T6
psicopata,psicopata.N:ms;PSÍ-KÔ-@PÁ-T6
psicopata,psicopata.N:fs;PSÍ-KÔ-@PÁ-T6
psicopata,psicopata.A:ms;PSÍ-KÔ-@PÁ-T6
psicopata,psicopata.A:fs;PSÍ-KÔ-@PÁ-T6
psicopata,psicopata.N:ms;PSÍ-KÔ-@PÁ-T6
psicopata,psicopata.N:fs;PSÍ-KÔ-@PÁ-T6
sujeito,sujeito.A:ms;SÚ-@JÊY-TU
sujeito,sujeito.V:K;SÚ-@JÊY-TU
sujeito,sujeito.V:P1s;SÚ-@JÊY-TU
sujeito,sujeito.N:ms;SÚ-@JÊY-TU
sujeito,sujeito.A:ms;SÚ-@JÊY-TU
sujeito,sujeito.V:K;SÚ-@JÊY-TU
sujeito,sujeito.V:P1s;SÚ-@JÊY-TU
sujeito,sujeito.N:ms;SÚ-@JÊY-TU
sujeito,sujeito.A:ms;SÚ-@JÊY-TU
sujeito,sujeito.V:K;SÚ-@JÊY-TU
sujeito,sujeito.V:P1s;SÚ-@JÊY-TU
sujeito,sujeito.N:ms;SÚ-@JÊY-TU
cleber,cleber.N+Pr:;KLÉ-@BÊH
atlas,atlas.N+Pr:;@Á-TL6S
nomeou,nomear.V:J3s;NÔ-MÊ-@ÔW
pivô,pivô.N:ms;PÍ-@VÔ
recusada,recusar.V:K;HÊ-KÚ-@ZÁ-D6
vadiagem,vadiagem.N:fs;VÁ-8Í-@Á-JẼỸ
senadores,senador.N:mp;SÊ-NÁ-@DÔ-ŔIS
decomposição,decomposição.N:fs;DÊ-KÕ-PÔ-ZÍ-@SÃŴ
paramos,parar.V:P1p;PÁ-@ŔÃ-MUS
paramos,parar.V:J1p;PÁ-@ŔÃ-MUS
paramos,parar.V:Y1p;PÁ-@ŔÃ-MUS
gregório,gregório.N+Pr:;GŔÊ-@GÓ-ŔÍ-U
enterrada,enterrado.A:fs;Ẽ-TÊ-@HÁ-D6
enterrada,enterrado.V:K;Ẽ-TÊ-@HÁ-D6
sintonizada,sintonizar.V:K;SĨ-TÔ-NÍ-@ZÁ-D6
disparando,disparar.V:G;8ÍS-PÁ-@ŔÃ-DU
rodoviária,rodoviário.A:fs;HÔ-DÔ-VÍ-@Á-ŔÍ-6
rodoviária,rodoviário.N:fs;HÔ-DÔ-VÍ-@Á-ŔÍ-6
rodoviária,rodoviário.A:fs;HÔ-DÔ-VÍ-@Á-ŔÍ-6
rodoviária,rodoviário.N:fs;HÔ-DÔ-VÍ-@Á-ŔÍ-6
ocupa,ocupar.V:P3s;Ô-@KÚ-P6
ocupa,ocupar.V:Y2s;Ô-@KÚ-P6
minoritária,minoritário.A:fs;MÍ-NÓ-ŔÍ-@TÁ-ŔÍ-6
corretagem,corretagem.N:fs;KÔ-HÊ-@TÁ-JẼỸ
entusiasmado,entusiasmado.A:ms;Ẽ-TÚ-ZÍ-ÁZ-@MÁ-DU
entusiasmado,entusiasmado.V:K;Ẽ-TÚ-ZÍ-ÁZ-@MÁ-DU
moleques,moleque.A:mp;MÚ-@LÉ-KIS
moleques,moleque.V:S2s;MÚ-@LÉ-KIS
moleques,moleque.N:mp;MÚ-@LÉ-KIS
adição,adição.N:fs;Á-8Í-@SÃŴ
palcos,palco.N:mp;@PÁW-KUS
soterrados,soterrar.V:K;SÔ-TÊ-@HÁ-DUS
eleitorado,eleitorado.N:ms;Ê-LÊY-TÔ-@ŔÁ-DU
deliciosas,delicioso.A:fp;DÊ-LÍ-SÍ-@Ó-Z6S
penetrar,penetrar.V:W1s;PÊ-NÊ-@TŔÁH
penetrar,penetrar.V:W3s;PÊ-NÊ-@TŔÁH
penetrar,penetrar.V:U1s;PÊ-NÊ-@TŔÁH
penetrar,penetrar.V:U3s;PÊ-NÊ-@TŔÁH
trezentos,trezentos.DET+Num:;TŔÊ-@ZẼ-TUS
trezentos,trezentos.N:ms;TŔÊ-@ZẼ-TUS
trezentos,trezentos.N:mp;TŔÊ-@ZẼ-TUS
muniz,muniz.N+Pr:;MÚ-@NÍS
pose,pose.V:S1s;@PÔ-ZI
pose,pose.V:S3s;@PÔ-ZI
pose,pose.V:Y3s;@PÔ-ZI
pose,pose.N:fs;@PÔ-ZI
categoria,categoria.N:fs;KÁ-TÊ-GÔ-@ŔÍ-6
leopardo,leopardo.N:ms;LÊ-Ô-@PÁR-DU
insere,inserir.V:P3s;Ĩ-@SÉ-ŔI
insere,inserir.V:Y2s;Ĩ-@SÉ-ŔI
departamentos,departamento.N:mp;DÊ-PÁH-TÁ-@MẼ-TUS
cancelamento,cancelamento.N:ms;KÃ-SÊ-LÁ-@MẼ-TU
uma,um.A:fs;@Ũ-M6
uma,um.DET+Num:;@Ũ-M6
uma,um.DET+Art+Ind:;@Ũ-M6
uma,um.A:fs;@Ũ-M6
uma,um.DET+Num:;@Ũ-M6
uma,um.DET+Art+Ind:;@Ũ-M6
uma,um.A:fs;@Ũ-M6
uma,um.DET+Num:;@Ũ-M6
uma,um.DET+Art+Ind:;@Ũ-M6
uma,um.A:fs;@Ũ-M6
uma,um.DET+Num:;@Ũ-M6
uma,um.DET+Art+Ind:;@Ũ-M6
uma,um.A:fs;@Ũ-M6
uma,um.DET+Num:;@Ũ-M6
uma,um.DET+Art+Ind:;@Ũ-M6
uma,um.A:fs;@Ũ-M6
uma,um.DET+Num:;@Ũ-M6
uma,um.DET+Art+Ind:;@Ũ-M6
uma,um.A:fs;@Ũ-M6
uma,um.DET+Num:;@Ũ-M6
uma,um.DET+Art+Ind:;@Ũ-M6
uma,um.A:fs;@Ũ-M6
uma,um.DET+Num:;@Ũ-M6
uma,um.DET+Art+Ind:;@Ũ-M6
uma,um.A:fs;@Ũ-M6
uma,um.DET+Num:;@Ũ-M6
uma,um.DET+Art+Ind:;@Ũ-M6
tia,tio.N:fs;@7Í-6
desmonta,desmontar.V:P3s;DÊZ-@MÕ-T6
desmonta,desmontar.V:Y2s;DÊZ-@MÕ-T6
desconsiderou,desconsiderar.V:J3s;DÊS-KÕ-SÍ-DÊ-@ŔÔW
biquíni,biquíni.N:ms;BÍ-@KĨ-NI
conseguidas,conseguir.V:K;KÕ-SÊ-@GÍ-D6S
condizentes,condizente.A:mp;KÕ-8Í-@ZẼ-7IS
condizentes,condizente.A:fp;KÕ-8Í-@ZẼ-7IS
imunodeficiência,imunodeficiência.N:fs;Í-MÚ-NÔ-DÊ-FÍ-SÍ-@Ẽ-SÍ-6
preocupante,preocupante.A:ms;PŔÉ-Ô-KÚ-@PÃ-7I
preocupante,preocupante.A:fs;PŔÉ-Ô-KÚ-@PÃ-7I
pensaram,pensar.V:J3p;PẼ-@SÁ-ŔÃŴ
pensaram,pensar.V:Q3p;PẼ-@SÁ-ŔÃŴ
discutirá,discutir.V:F3s;8ÍS-KÚ-7Í-@ŔÁ
californiano,californiano.A:ms;KÁ-LÍ-FÔR-NÍ-@Ã-NU
californiano,californiano.N:ms;KÁ-LÍ-FÔR-NÍ-@Ã-NU
obriga,obrigar.V:P3s;Ô-@BŔÍ-G6
obriga,obrigar.V:Y2s;Ô-@BŔÍ-G6
lançar,lançar.V:W1s;LÃ-@SÁH
lançar,lançar.V:W3s;LÃ-@SÁH
lançar,lançar.V:U1s;LÃ-@SÁH
lançar,lançar.V:U3s;LÃ-@SÁH
apesar,apesar.ADV:;Á-PÊ-@ZÁH
apesar,apesar.ADV:;Á-PÊ-@ZÁH
timbre,timbre.V:S1s;@7Ĩ-BŔI
timbre,timbre.V:S3s;@7Ĩ-BŔI
timbre,timbre.V:Y3s;@7Ĩ-BŔI
timbre,timbre.N:ms;@7Ĩ-BŔI
italiano,italiano.A:ms;Í-TÁ-LÍ-@Ã-NU
italiano,italiano.N:ms;Í-TÁ-LÍ-@Ã-NU
italiano,italiano.A:ms;Í-TÁ-LÍ-@Ã-NU
italiano,italiano.N:ms;Í-TÁ-LÍ-@Ã-NU
livres,livre.A:mp;@LÍ-VŔIS
livres,livre.A:fp;@LÍ-VŔIS
livres,livre.V:K;@LÍ-VŔIS
livres,livre.V:K;@LÍ-VŔIS
livres,livre.V:S2s;@LÍ-VŔIS
livres,livre.N:mp;@LÍ-VŔIS
livres,livre.N:fp;@LÍ-VŔIS
livres,livre.A:mp;@LÍ-VŔIS
livres,livre.A:fp;@LÍ-VŔIS
livres,livre.V:K;@LÍ-VŔIS
livres,livre.V:K;@LÍ-VŔIS
livres,livre.V:S2s;@LÍ-VŔIS
livres,livre.N:mp;@LÍ-VŔIS
livres,livre.N:fp;@LÍ-VŔIS
candidata,candidato.A:fs;KÃ-8Í-@DÁ-T6
candidata,candidato.V:P3s;KÃ-8Í-@DÁ-T6
candidata,candidato.V:Y2s;KÃ-8Í-@DÁ-T6
candidata,candidato.N:fs;KÃ-8Í-@DÁ-T6
falada,falado.A:fs;FÁ-@LÁ-D6
falada,falado.V:K;FÁ-@LÁ-D6
falada,falado.N:fs;FÁ-@LÁ-D6
separados,separado.A:mp;SÊ-PÁ-@ŔÁ-DUS
separados,separado.V:K;SÊ-PÁ-@ŔÁ-DUS
separados,separado.N:mp;SÊ-PÁ-@ŔÁ-DUS
mamona,mamão.A:fs;MÁ-@MÕ-N6
mamona,mamão.N:fs;MÁ-@MÕ-N6
ouvidos,ouvido.A:mp;ÔW-@VÍ-DUS
ouvidos,ouvido.V:K;ÔW-@VÍ-DUS
ouvidos,ouvido.N:mp;ÔW-@VÍ-DUS
ouvidos,ouvido.A:mp;ÔW-@VÍ-DUS
ouvidos,ouvido.V:K;ÔW-@VÍ-DUS
ouvidos,ouvido.N:mp;ÔW-@VÍ-DUS
entidade,entidade.N:fs;Ẽ-7Í-@DÁ-8I
nojento,nojento.A:ms;NÔ-@JẼ-TU
temeu,temer.V:J3s;TÊ-@MÊW
prataria,prataria.N:fs;PŔÁ-TÁ-@ŔÍ-6
tenente,tenente.N:ms;TÉ-@NẼ-7I
muro,muro.A:ms;@MÚ-ŔU
muro,muro.V:P1s;@MÚ-ŔU
muro,muro.N:ms;@MÚ-ŔU
despedir,despedir.V:W1s;DÊS-PÊ-@8ÍH
despedir,despedir.V:W3s;DÊS-PÊ-@8ÍH
despedir,despedir.V:U1s;DÊS-PÊ-@8ÍH
despedir,despedir.V:U3s;DÊS-PÊ-@8ÍH
questionamento,questionamento.N:ms;KÊX-7Í-Ô-NÁ-@MẼ-TU
usados,usado.A:mp;Ú-@ZÁ-DUS
usados,usado.V:K;Ú-@ZÁ-DUS
usados,usado.A:mp;Ú-@ZÁ-DUS
usados,usado.V:K;Ú-@ZÁ-DUS
direções,direção.N:fp;8Í-ŔÊ-@SÕỸS
outros,outro.A:mp;@ÔW-TŔUS
outros,outro.A:mp;@ÔW-TŔUS
outros,outro.A:mp;@ÔW-TŔUS
vilanova,vilanova.N+Pr:;VÍ-LÁ-@NÓ-V6
conversavam,conversar.V:I3p;KÕ-VÊH-@SÁ-VÃŴ
ideário,ideário.N:ms;Í-DÊ-@Á-ŔÍ-U
pretenda,pretender.V:S1s;PŔÊ-@TẼ-D6
pretenda,pretender.V:S3s;PŔÊ-@TẼ-D6
pretenda,pretender.V:Y3s;PŔÊ-@TẼ-D6
façanhas,façanha.N:fp;FÁ-@SÃ-Ñ6S
poliéster,poliéster.N:ms;PÔ-LÍ-@ÉS-TÊH
refugiada,refugiado.A:fs;HÊ-FÚ-JÍ-@Á-D6
refugiada,refugiado.V:K;HÊ-FÚ-JÍ-@Á-D6
refugiada,refugiado.N:fs;HÊ-FÚ-JÍ-@Á-D6
descartáveis,descartável.A:mp;DÊS-KÁH-@TÁ-VÊYS
descartáveis,descartável.A:fp;DÊS-KÁH-@TÁ-VÊYS
descartáveis,descartável.V:I2p;DÊS-KÁH-@TÁ-VÊYS
impulsionaram,impulsionar.V:J3p;Ĩ-PÚW-SÍ-Ô-@NÁ-ŔÃŴ
impulsionaram,impulsionar.V:Q3p;Ĩ-PÚW-SÍ-Ô-@NÁ-ŔÃŴ
direitista,direitista.A:ms;8Í-ŔÊY-@7ÍS-T6
direitista,direitista.A:fs;8Í-ŔÊY-@7ÍS-T6
direitista,direitista.N:ms;8Í-ŔÊY-@7ÍS-T6
direitista,direitista.N:fs;8Í-ŔÊY-@7ÍS-T6
radiação,radiação.N:fs;HÁ-8Í-Á-@SÃŴ
cadastradas,cadastrar.V:K;KÁ-DÁS-@TŔÁ-D6S
bombeiros,bombeiro.N:mp;BÕ-@BÊY-ŔUS
entendem,entender.V:P3p;Ẽ-@TẼ-DẼỸ
derivado,derivado.A:ms;DÊ-ŔÍ-@VÁ-DU
derivado,derivado.V:K;DÊ-ŔÍ-@VÁ-DU
derivado,derivado.N:ms;DÊ-ŔÍ-@VÁ-DU
derivado,derivado.A:ms;DÊ-ŔÍ-@VÁ-DU
derivado,derivado.V:K;DÊ-ŔÍ-@VÁ-DU
derivado,derivado.N:ms;DÊ-ŔÍ-@VÁ-DU
adequa,adequar.V:P3s;Á-@DÉ-KW6
adequa,adequar.V:Y2s;Á-@DÉ-KW6
afetou,afetar.V:J3s;Á-FÊ-@TÔW
albert,albert.N+Pr:;@ÁW-BÊH7
exuberante,exuberante.A:ms;Ê-ZÚ-BÊ-@ŔÃ-7I
exuberante,exuberante.A:fs;Ê-ZÚ-BÊ-@ŔÃ-7I
donativos,donativo.N:mp;DÔ-NÁ-@7Í-VUS
inexplorado,inexplorado.A:ms;Í-NÊS-PLÔ-@ŔÁ-DU
geradas,gerar.V:K;JÊ-@ŔÁ-D6S
gênova,gênova.N+Pr:;@JẼ-NÔ-V6
brotou,brotar.V:J3s;BŔÔ-@TÔW
inventores,inventor.A:mp;Ĩ-VẼ-@TÔ-ŔIS
inventores,inventor.N:mp;Ĩ-VẼ-@TÔ-ŔIS
decepcionaram,decepcionar.V:J3p;DÊ-SÊP-SÍ-Ô-@NÁ-ŔÃŴ
decepcionaram,decepcionar.V:Q3p;DÊ-SÊP-SÍ-Ô-@NÁ-ŔÃŴ
estatísticos,estatístico.A:mp;ÊS-TÁ-@TÍX-7Í-KUS
estatísticos,estatístico.N:mp;ÊS-TÁ-@TÍX-7Í-KUS
torpedo,torpedo.V:P1s;TÔH-@PÊ-DU
torpedo,torpedo.N:ms;TÔH-@PÊ-DU
ajusta,ajustar.V:P3s;Á-@JÚS-T6
ajusta,ajustar.V:Y2s;Á-@JÚS-T6
eventualidade,eventualidade.N:fs;É-VẼ-TÚ-Á-LÍ-@DÁ-8I
acionária,acionário.A:fs;Á-SÍ-Ô-@NÁ-ŔÍ-6
dinastia,dinastia.N:fs;8Í-NÁX-@7Í-6
escracho,escracho.V:P1s;ÊS-@KŔÁ-XU
escracho,escracho.N:ms;ÊS-@KŔÁ-XU
furiosos,furioso.A:mp;FÚ-ŔÍ-@Ó-ZUS
desperdícios,desperdício.N:mp;DÊS-PÊR-@DÍ-SÍ-US
postal,postal.A:ms;PÔS-@TÁW
postal,postal.A:fs;PÔS-@TÁW
postal,postal.N:ms;PÔS-@TÁW
postal,postal.N:fs;PÔS-@TÁW
postal,postal.A:ms;PÔS-@TÁW
postal,postal.A:fs;PÔS-@TÁW
postal,postal.N:ms;PÔS-@TÁW
postal,postal.N:fs;PÔS-@TÁW
descentralização,descentralização.N:fs;DÊ-SẼ-TŔÁ-LÍ-ZÁ-@SÃŴ
tuma,tuma.N+Pr:;@TŨ-M6
avaliaram,avaliar.V:J3p;Á-VÁ-LÍ-@Á-ŔÃŴ
avaliaram,avaliar.V:Q3p;Á-VÁ-LÍ-@Á-ŔÃŴ
ateísmo,ateísmo.N:ms;Á-TÊ-@ÍZ-MU
fátima,fátima.N+Pr:;@FÁ-7Í-M6
código,código.N:ms;@KÓ-8Í-GU
exclamação,exclamação.N:fs;ÊS-KLÁ-MÁ-@SÃŴ
porém,porém.CONJ:;PÔ-@ŔẼỸ
porém,porém.CONJ:;PÔ-@ŔẼỸ
fogos,fogo.N:mp;@FÓ-GUS
visita,visita.V:P3s;VÍ-@ZÍ-T6
visita,visita.V:Y2s;VÍ-@ZÍ-T6
visita,visita.N:fs;VÍ-@ZÍ-T6
visita,visita.V:P3s;VÍ-@ZÍ-T6
visita,visita.V:Y2s;VÍ-@ZÍ-T6
visita,visita.N:fs;VÍ-@ZÍ-T6
dilatáveis,dilatável.A:mp;8Í-LÁ-@TÁ-VÊYS
dilatáveis,dilatável.A:fp;8Í-LÁ-@TÁ-VÊYS
dilatáveis,dilatável.V:I2p;8Í-LÁ-@TÁ-VÊYS
islã,islã.N:ms;ÍZ-@LÃ
satânica,satânico.A:fs;SÁ-@TÃ-NÍ-K6
satânica,satânico.A:fs;SÁ-@TÃ-NÍ-K6
protestaram,protestar.V:J3p;PŔÔ-TÊS-@TÁ-ŔÃŴ
protestaram,protestar.V:Q3p;PŔÔ-TÊS-@TÁ-ŔÃŴ
